line,time,level,logger,message,test
959,20:30:26,WARNING,pypost.core.request_service,retryable_error method=GET url='http://example.com' category=ErrorCategory.NETWORK attempt=0 max_retries=1 error=fail,tests/test_retry.py::TestRetryMetrics::test_track_retry_attempt_passes_method_and_category
963,20:30:26,WARNING,pypost.core.request_service,retryable_error method=GET url='http://example.com' category=ErrorCategory.NETWORK attempt=0 max_retries=1 error=conn fail,tests/test_retry.py::TestExhaustionAlert::test_alert_manager_emit_called_on_exhaustion
964,20:30:26,WARNING,pypost.core.request_service,retry_exhausted method=GET url='http://example.com' request_name='New Request' retries=1 error_category=ErrorCategory.NETWORK error=conn fail detail=retries_attempted: 1,tests/test_retry.py::TestExhaustionAlert::test_alert_manager_emit_called_on_exhaustion
965,20:30:26,ERROR,pypost.core.request_service,request_execution_failed method=GET url='http://example.com' category=ErrorCategory.NETWORK detail=retries_attempted: 1,tests/test_retry.py::TestExhaustionAlert::test_alert_manager_emit_called_on_exhaustion
969,20:30:26,WARNING,pypost.core.request_service,retryable_error method=GET url='http://example.com' category=ErrorCategory.NETWORK attempt=0 max_retries=1 error=fail,tests/test_retry.py::TestExhaustionAlert::test_no_alert_manager_does_not_raise_on_exhaustion
970,20:30:26,WARNING,pypost.core.request_service,retry_exhausted method=GET url='http://example.com' request_name='New Request' retries=1 error_category=ErrorCategory.NETWORK error=fail detail=retries_attempted: 1,tests/test_retry.py::TestExhaustionAlert::test_no_alert_manager_does_not_raise_on_exhaustion
971,20:30:26,ERROR,pypost.core.request_service,request_execution_failed method=GET url='http://example.com' category=ErrorCategory.NETWORK detail=retries_attempted: 1,tests/test_retry.py::TestExhaustionAlert::test_no_alert_manager_does_not_raise_on_exhaustion
975,20:30:26,WARNING,pypost.core.request_service,retryable_error method=GET url='http://example.com' category=ErrorCategory.NETWORK attempt=0 max_retries=1 error=fail,tests/test_retry.py::TestExhaustionAlert::test_no_exhaustion_alert_when_retries_succeed
979,20:30:26,WARNING,pypost.core.request_service,retryable_error method=GET url='http://example.com' category=ErrorCategory.NETWORK attempt=0 max_retries=1 error=fail,tests/test_retry.py::TestExhaustionAlert::test_track_request_retry_exhaustion_called_on_exhaustion
980,20:30:26,WARNING,pypost.core.request_service,retry_exhausted method=GET url='http://example.com' request_name='New Request' retries=1 error_category=ErrorCategory.NETWORK error=fail detail=retries_attempted: 1,tests/test_retry.py::TestExhaustionAlert::test_track_request_retry_exhaustion_called_on_exhaustion
981,20:30:26,ERROR,pypost.core.request_service,request_execution_failed method=GET url='http://example.com' category=ErrorCategory.NETWORK detail=retries_attempted: 1,tests/test_retry.py::TestExhaustionAlert::test_track_request_retry_exhaustion_called_on_exhaustion
985,20:30:26,WARNING,pypost.core.request_service,retry_exhausted method=GET url='http://example.com' request_name='New Request' retries=0 error_category=ErrorCategory.NETWORK error=HTTP 503 detail=retries_attempted: 0,tests/test_retry.py::TestRetryableStatusExhaustion::test_alert_manager_emit_on_status_exhaustion
986,20:30:26,ERROR,pypost.core.request_service,request_execution_failed method=GET url='http://example.com' category=ErrorCategory.NETWORK detail=retries_attempted: 0,tests/test_retry.py::TestRetryableStatusExhaustion::test_alert_manager_emit_on_status_exhaustion
990,20:30:26,WARNING,pypost.core.request_service,retryable_status method=GET url='http://example.com' status=503 attempt=0 max_retries=2,tests/test_retry.py::TestRetryableStatusExhaustion::test_detail_contains_retries_attempted_on_status_exhaustion
991,20:30:26,WARNING,pypost.core.request_service,retryable_status method=GET url='http://example.com' status=503 attempt=1 max_retries=2,tests/test_retry.py::TestRetryableStatusExhaustion::test_detail_contains_retries_attempted_on_status_exhaustion
992,20:30:26,WARNING,pypost.core.request_service,retry_exhausted method=GET url='http://example.com' request_name='New Request' retries=2 error_category=ErrorCategory.NETWORK error=HTTP 503 detail=retries_attempted: 2,tests/test_retry.py::TestRetryableStatusExhaustion::test_detail_contains_retries_attempted_on_status_exhaustion
993,20:30:26,ERROR,pypost.core.request_service,request_execution_failed method=GET url='http://example.com' category=ErrorCategory.NETWORK detail=retries_attempted: 2,tests/test_retry.py::TestRetryableStatusExhaustion::test_detail_contains_retries_attempted_on_status_exhaustion
997,20:30:26,WARNING,pypost.core.request_service,retryable_status method=GET url='http://example.com' status=503 attempt=0 max_retries=1,tests/test_retry.py::TestRetryableStatusExhaustion::test_exhausted_status_retries_returns_execution_error
998,20:30:26,WARNING,pypost.core.request_service,retry_exhausted method=GET url='http://example.com' request_name='New Request' retries=1 error_category=ErrorCategory.NETWORK error=HTTP 503 detail=retries_attempted: 1,tests/test_retry.py::TestRetryableStatusExhaustion::test_exhausted_status_retries_returns_execution_error
999,20:30:26,ERROR,pypost.core.request_service,request_execution_failed method=GET url='http://example.com' category=ErrorCategory.NETWORK detail=retries_attempted: 1,tests/test_retry.py::TestRetryableStatusExhaustion::test_exhausted_status_retries_returns_execution_error
1003,20:30:26,WARNING,pypost.core.request_service,retry_exhausted method=GET url='http://example.com' request_name='New Request' retries=0 error_category=ErrorCategory.NETWORK error=HTTP 502 detail=retries_attempted: 0,tests/test_retry.py::TestRetryableStatusExhaustion::test_track_request_retry_exhaustion_on_status_exhaustion
1004,20:30:26,ERROR,pypost.core.request_service,request_execution_failed method=GET url='http://example.com' category=ErrorCategory.NETWORK detail=retries_attempted: 0,tests/test_retry.py::TestRetryableStatusExhaustion::test_track_request_retry_exhaustion_on_status_exhaustion
1008,20:30:26,ERROR,pypost.core.request_service,request_execution_failed method=GET url='http://example.com' category=ErrorCategory.BODY detail=invalid yaml,tests/test_retry.py::TestBodyErrorNonRetryable::test_body_error_no_retry_metrics
1012,20:30:26,ERROR,pypost.core.request_service,request_execution_failed method=GET url='http://example.com' category=ErrorCategory.BODY detail=invalid yaml,tests/test_retry.py::TestBodyErrorNonRetryable::test_body_error_not_retried
1089,20:30:26,ERROR,pypost.core.storage,save_environments_replace_failed src=/private/var/folders/nw/j_4q1l450l39rp9x46khjp6c0000gn/T/pytest-of-il/pytest-199/test_save_environments_replace0/pypost-data/environments.json.tmp dst=/private/var/folders/nw/j_4q1l450l39rp9x46khjp6c0000gn/T/pytest-of-il/pytest-199/test_save_environments_replace0/pypost-data/environments.json error=replace failed,tests/test_storage_environments.py::test_save_environments_replace_failure_keeps_original_file
1095,20:30:26,ERROR,pypost.core.key_provider,encryption_key_rotation_lookup_failed key_id=4902435500a91cdd reason=no_source_provided_key,tests/test_storage_environments.py::test_load_environments_with_missing_key_returns_empty
1096,20:30:26,ERROR,pypost.core.storage,load_environments_failed file=/private/var/folders/nw/j_4q1l450l39rp9x46khjp6c0000gn/T/pytest-of-il/pytest-199/test_load_environments_with_mi0/pypost-data/environments.json error=Failed to decrypt environment variable 'SECRET': Encryption key is unavailable for key id 4902435500a91cdd.,tests/test_storage_environments.py::test_load_environments_with_missing_key_returns_empty
1104,20:30:26,ERROR,pypost.core.key_provider,encryption_key_unavailable reason=no_source_provided_active_key,tests/test_storage_environments.py::test_metrics_track_save_encryption_error_when_key_missing
1105,20:30:26,ERROR,pypost.core.key_provider,encryption_key_unavailable reason=no_source_provided_active_key,tests/test_storage_environments.py::test_metrics_track_save_encryption_error_when_key_missing
1106,20:30:26,ERROR,pypost.core.environment_variables_adapter,environment_value_encrypt_failed env_name=Dev key=SECRET error=Encryption key is unavailable. Configure a supported key source.,tests/test_storage_environments.py::test_metrics_track_save_encryption_error_when_key_missing
1110,20:30:26,ERROR,pypost.core.key_provider,encryption_key_rotation_lookup_failed key_id=6f4560a5c1814c96 reason=no_source_provided_key,tests/test_storage_environments.py::test_metrics_track_load_decryption_error_when_key_mismatch
1111,20:30:26,ERROR,pypost.core.storage,load_environments_failed file=/private/var/folders/nw/j_4q1l450l39rp9x46khjp6c0000gn/T/pytest-of-il/pytest-199/test_metrics_track_load_decryp0/pypost-data/environments.json error=Failed to decrypt environment variable 'SECRET': Encryption key is unavailable for key id 6f4560a5c1814c96.,tests/test_storage_environments.py::test_metrics_track_load_decryption_error_when_key_mismatch
1115,20:30:26,ERROR,pypost.core.storage,load_environments_failed file=/private/var/folders/nw/j_4q1l450l39rp9x46khjp6c0000gn/T/pytest-of-il/pytest-199/test_metrics_track_load_unsupp0/pypost-data/environments.json error=Unsupported value format for environment variable 'SECRET'.,tests/test_storage_environments.py::test_metrics_track_load_unsupported_format_error
1120,20:30:26,ERROR,pypost.core.environment_secrets_codec,env_value_decrypt_failed reason=invalid_token key_id=d9c50509ff5d7213,tests/test_storage_environments.py::test_load_environments_with_errors_partial_decrypt_failure
1124,20:30:26,ERROR,pypost.core.key_provider,encryption_key_rotation_lookup_failed key_id=f342a347474509cb reason=no_source_provided_key,tests/test_storage_environments.py::test_load_environments_with_errors_missing_key
1129,20:30:26,ERROR,pypost.core.environment_secrets_codec,env_value_decrypt_failed reason=invalid_token key_id=67812aed7a8c238b,tests/test_storage_environments.py::test_load_environments_unchanged_on_partial_failure
1130,20:30:26,ERROR,pypost.core.storage,load_environments_failed file=/private/var/folders/nw/j_4q1l450l39rp9x46khjp6c0000gn/T/pytest-of-il/pytest-199/test_load_environments_unchang0/pypost-data/environments.json error=Failed to decrypt environment variable 'SECRET': Encrypted environment value could not be decrypted with current key.,tests/test_storage_environments.py::test_load_environments_unchanged_on_partial_failure
1175,20:30:27,ERROR,pypost.ui.presenters.tabs_presenter,request_error category=ErrorCategory.BODY message=Could not convert YAML body to JSON. detail=mapping values are not allowed here,tests/test_tabs_presenter.py::TestOnRequestError::test_execution_error_body_shows_category_message
1180,20:30:27,ERROR,pypost.ui.presenters.tabs_presenter,request_error category=ErrorCategory.NETWORK message=connection failed detail=operation cancelled by upstream proxy,tests/test_tabs_presenter.py::TestOnRequestError::test_execution_error_detail_substring_not_treated_as_cancelled
1184,20:30:27,ERROR,pypost.ui.presenters.tabs_presenter,"request_error category=ErrorCategory.NETWORK message=no conn detail=HTTPSConnectionPool(host='secret', port=443): Max retries exceeded",tests/test_tabs_presenter.py::TestOnRequestError::test_execution_error_message_does_not_expose_raw_detail_for_network
1188,20:30:27,ERROR,pypost.ui.presenters.tabs_presenter,request_error category=ErrorCategory.NETWORK message=no conn detail=connection refused,tests/test_tabs_presenter.py::TestOnRequestError::test_execution_error_network_shows_category_message
1192,20:30:27,ERROR,pypost.ui.presenters.tabs_presenter,request_error category=ErrorCategory.TIMEOUT message=timed out detail=ReadTimeout,tests/test_tabs_presenter.py::TestOnRequestError::test_execution_error_timeout_shows_timeout_message
1197,20:30:27,ERROR,pypost.ui.presenters.tabs_presenter,request_error error_msg=connection refused,tests/test_tabs_presenter.py::TestOnRequestError::test_str_error_shows_dialog
1211,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_render_attribute_access_form_returns_original_content
1217,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_render_function_with_literal_argument_returns_original_content
1221,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_render_function_with_malformed_parenthesis_returns_original_content
1225,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=TemplateSyntaxError token_count=0,tests/test_template_service.py::TestTemplateServiceRenderString::test_render_invalid_syntax_returns_original_content
1229,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_render_jinja_filter_form_returns_original_content
1236,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_render_multi_argument_function_returns_original_content
1242,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_render_preserves_backward_compatible_fallback_for_typed_outcomes
1244,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_render_preserves_backward_compatible_fallback_for_typed_outcomes
1246,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_render_preserves_backward_compatible_fallback_for_typed_outcomes
1248,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_render_preserves_backward_compatible_fallback_for_typed_outcomes
1253,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_render_rejects_nested_unknown
1257,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_render_unknown_function_returns_original_content
1264,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_runtime_hover_parity_invalid_spacing
1266,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=hover error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_runtime_hover_parity_invalid_spacing
1268,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_runtime_hover_parity_invalid_spacing
1270,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=hover error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_runtime_hover_parity_invalid_spacing
1275,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_runtime_hover_parity_malformed_nested
1277,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=hover error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_runtime_hover_parity_malformed_nested
1279,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_runtime_hover_parity_malformed_nested
1281,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=hover error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_runtime_hover_parity_malformed_nested
1283,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_runtime_hover_parity_malformed_nested
1285,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=hover error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_runtime_hover_parity_malformed_nested
1287,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_runtime_hover_parity_malformed_nested
1289,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=hover error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderString::test_runtime_hover_parity_malformed_nested
1311,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=hover error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceObservability::test_render_invalid_spacing_validation_failure_tracks_validation_metrics_on_hover
1313,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=hover error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceObservability::test_render_invalid_spacing_validation_failure_tracks_validation_metrics_on_hover
1318,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=hover error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceObservability::test_render_malformed_nested_validation_failure_tracks_validation_metrics_on_hover
1323,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=hover error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceObservability::test_render_nested_validation_failure_tracks_validation_metrics
1329,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceObservability::test_render_validation_failure_tracks_validation_metrics
1334,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderStages::test_stage_invalid_returns_original_content_without_render_error
1338,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=hover error_type=RuntimeError token_count=1,tests/test_template_service.py::TestTemplateServiceRenderStages::test_stage_render_error_returns_original_content_and_tracks_render_error
1343,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service.py::TestTemplateServiceHelperStages::test_fallback_helper_skips_render_error_for_value_error
1347,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=RuntimeError token_count=1,tests/test_template_service.py::TestTemplateServiceHelperStages::test_fallback_helper_tracks_render_error_for_non_value_error
1354,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service_caching_eval.py::TestTemplateRenderCachingPrerequisites::test_invalid_template_falls_back_each_call
1355,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service_caching_eval.py::TestTemplateRenderCachingPrerequisites::test_invalid_template_falls_back_each_call
1356,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=runtime error_type=ValueError token_count=1,tests/test_template_service_caching_eval.py::TestTemplateRenderCachingPrerequisites::test_invalid_template_falls_back_each_call
1373,20:30:27,WARNING,pypost.core.template_service,template_render_fallback_to_original render_path=hover error_type=ValueError token_count=1,tests/test_variable_hover.py::TestVariableHoverHelper::test_resolve_text_invalid_variant_b_function_keeps_token
1442,20:30:27,ERROR,pypost.core.worker,RequestWorker unexpected error: boom,tests/test_worker.py::TestRequestWorkerError::test_worker_wraps_unexpected_exception_as_execution_error_unknown
